index,video_id,title,video_url,thumbnail_file,thumbnail_url,content_type,duration,view_count
67,ftHiAWhxWE4,我看不下去你們做的這些梗了,https://www.youtube.com/watch?v=ftHiAWhxWE4,067_ftHiAWhxWE4.jpg,https://i.ytimg.com/vi/ftHiAWhxWE4/maxresdefault.jpg,image/jpeg,530.0,
68,kNlsNXecd-8,中國文化真的很重要嗎？（我的看法）,https://www.youtube.com/watch?v=kNlsNXecd-8,068_kNlsNXecd-8.jpg,https://i.ytimg.com/vi/kNlsNXecd-8/maxresdefault.jpg,image/jpeg,968.0,
69,ZDSHemJAYMo,你覺得我好看嗎（深呼錫第四季 #006）,https://www.youtube.com/watch?v=ZDSHemJAYMo,069_ZDSHemJAYMo.jpg,https://i.ytimg.com/vi/ZDSHemJAYMo/maxresdefault.jpg,image/jpeg,2585.0,
70,yi6oUuCOcpM,新冠的彼岸（深呼錫第四季 #005）,https://www.youtube.com/watch?v=yi6oUuCOcpM,070_yi6oUuCOcpM.jpg,https://i.ytimg.com/vi/yi6oUuCOcpM/maxresdefault.jpg,image/jpeg,2061.0,
71,_BXRzAJLTMs,我們的語言差距比我想象中的還要大！,https://www.youtube.com/watch?v=_BXRzAJLTMs,071__BXRzAJLTMs.jpg,https://i.ytimg.com/vi/_BXRzAJLTMs/maxresdefault.jpg,image/jpeg,1113.0,
72,XhVk0gM7EBc,我要失去工作了 （YouTube新黃標政策）,https://www.youtube.com/watch?v=XhVk0gM7EBc,072_XhVk0gM7EBc.jpg,https://i.ytimg.com/vi/XhVk0gM7EBc/maxresdefault.jpg,image/jpeg,706.0,
73,Z7pojs7BTI4,摸草（深呼錫第四季 #004）,https://www.youtube.com/watch?v=Z7pojs7BTI4,073_Z7pojs7BTI4.jpg,https://i.ytimg.com/vi/Z7pojs7BTI4/maxresdefault.jpg,image/jpeg,1932.0,
74,fH5lo6x19Rc,在台灣開公司 （深呼錫第四季 #003 ）,https://www.youtube.com/watch?v=fH5lo6x19Rc,074_fH5lo6x19Rc.jpg,https://i.ytimg.com/vi/fH5lo6x19Rc/maxresdefault.jpg,image/jpeg,1498.0,
75,jKjXl0_hrRk,我讓我的觀衆幫我頻道做假封面圖！（笑死我了）,https://www.youtube.com/watch?v=jKjXl0_hrRk,075_jKjXl0_hrRk.jpg,https://i.ytimg.com/vi/jKjXl0_hrRk/maxresdefault.jpg,image/jpeg,527.0,
76,gWuGmxXPNXA,一個錯誤，讓這個中國網紅在兩週內掉了100萬粉絲！,https://www.youtube.com/watch?v=gWuGmxXPNXA,076_gWuGmxXPNXA.jpg,https://i.ytimg.com/vi/gWuGmxXPNXA/maxresdefault.jpg,image/jpeg,1116.0,
77,bSoSuGVc-bg,理科太太到底錯在哪裡？,https://www.youtube.com/watch?v=bSoSuGVc-bg,077_bSoSuGVc-bg.jpg,https://i.ytimg.com/vi/bSoSuGVc-bg/maxresdefault.jpg,image/jpeg,1411.0,
78,SG26T5k8aJk,看你們做的關於我的梗圖 #1,https://www.youtube.com/watch?v=SG26T5k8aJk,078_SG26T5k8aJk.jpg,https://i.ytimg.com/vi/SG26T5k8aJk/maxresdefault.jpg,image/jpeg,938.0,
79,dGEg5ZfVFIE,這個唇語挑戰差點讓我跟我哥打了起來！,https://www.youtube.com/watch?v=dGEg5ZfVFIE,079_dGEg5ZfVFIE.jpg,https://i.ytimg.com/vi/dGEg5ZfVFIE/maxresdefault.jpg,image/jpeg,367.0,
80,hFWJKcoKAX0,放火陷害了我,https://www.youtube.com/watch?v=hFWJKcoKAX0,080_hFWJKcoKAX0.jpg,https://i.ytimg.com/vi/hFWJKcoKAX0/maxresdefault.jpg,image/jpeg,655.0,
81,KqqThW-dbP8,我得向她道歉 (我環島台灣後的真實想法),https://www.youtube.com/watch?v=KqqThW-dbP8,081_KqqThW-dbP8.jpg,https://i.ytimg.com/vi/KqqThW-dbP8/maxresdefault.jpg,image/jpeg,1263.0,
82,_yYNAYQtce8,再見台灣（台灣環島 #10）,https://www.youtube.com/watch?v=_yYNAYQtce8,082__yYNAYQtce8.jpg,https://i.ytimg.com/vi/_yYNAYQtce8/maxresdefault.jpg,image/jpeg,788.0,
83,ntyISYGhajg,我不小心在麥當勞開了粉絲見面會（台灣環島 #9）,https://www.youtube.com/watch?v=ntyISYGhajg,083_ntyISYGhajg.jpg,https://i.ytimg.com/vi/ntyISYGhajg/maxresdefault.jpg,image/jpeg,969.0,
84,n5xv1rFzbhM,再次挑戰旺仔小饅頭！（台灣環島 #8）,https://www.youtube.com/watch?v=n5xv1rFzbhM,084_n5xv1rFzbhM.jpg,https://i.ytimg.com/vi/n5xv1rFzbhM/maxresdefault.jpg,image/jpeg,886.0,
85,dNYaImrgoKA,我最不能理解的事情（台灣環島 #7）,https://www.youtube.com/watch?v=dNYaImrgoKA,085_dNYaImrgoKA.jpg,https://i.ytimg.com/vi/dNYaImrgoKA/maxresdefault.jpg,image/jpeg,901.0,
86,LL9fKN67pEc,我被騙了嗎？（台灣環島 #6）,https://www.youtube.com/watch?v=LL9fKN67pEc,086_LL9fKN67pEc.jpg,https://i.ytimg.com/vi/LL9fKN67pEc/maxresdefault.jpg,image/jpeg,895.0,
